"('mid',)","('pid',)","('name',)"
tt0119488,nm0000107,Lynn Bracken
tt0119528,nm0000120,Fletcher Reede
tt0119528,nm0005491,Audrey Reede
tt0119528,nm0000372,Miranda
tt0119528,nm0000236,Samantha Cole
tt0119567,nm0000156,Ian Malcolm
tt0119567,nm0000194,Sarah Harding
tt0119567,nm0000592,Roland Tembo
tt0119567,nm0000681,Nick Van Owen
tt0119643,nm0000093,Joe Black
tt0119643,nm0000093,Young Man in Coffee Shop
tt0119643,nm0000164,William Parrish
tt0119643,nm0001231,Susan Parrish
tt0119643,nm0916617,Drew
tt0119654,nm0000169,Kay
tt0119654,nm0000226,Jay
tt0119654,nm0000400,Laurel
tt0119654,nm0000352,Edgar
tt0119698,nm0559444,Ashitaka
tt0119698,nm0410942,San
tt0119698,nm0410942,Mononoke-Hime
tt0119698,nm0410942,Kaya
tt0119698,nm0849100,Eboshi-gozen
tt0119698,nm0001082,Ashitaka
tt0119738,nm0000210,Julianne Potter
tt0119738,nm0000551,Michael O'Neal
tt0119738,nm0000139,Kimberly Wallace
tt0119738,nm0000391,George Downes
tt0119822,nm0000197,Melvin Udall
tt0119822,nm0000166,Carol Connelly
tt0119822,nm0001427,Simon Bishop
tt0119822,nm0000421,Frank Sachs
tt0120082,nm0000117,Sidney Prescott
tt0120082,nm0001073,Gale Weathers
tt0120082,nm0000274,Dewey Riley
tt0120082,nm0000586,Maureen
tt0120102,nm0000093,Heinrich Harrer
tt0120102,nm0000667,Peter Aufschnaiter
tt0120102,nm0000703,Ngawang Jigme
tt0120102,nm0538683,Kungo Tsarong
tt0120184,nm0000163,Norman
tt0120184,nm0000232,Beth
tt0120184,nm0000168,Harry
tt0120184,nm0001075,Barnes
tt0120188,nm0000123,Archie Gates
tt0120188,nm0000242,Troy Barlow
tt0120188,nm0001084,Chief Elgin
tt0120188,nm0005069,Conrad Vig
tt0120201,nm0000680,Johnny Rico
tt0120201,nm0000612,Carmen Ibanez
tt0120201,nm0000539,Dizzy Flores
tt0120201,nm0000998,Ace Levy
tt0120338,nm0000138,Jack Dawson
tt0120338,nm0000701,Rose Dewitt Bukater
tt0120338,nm0000708,Cal Hockley
tt0120338,nm0000870,Molly Brown
tt0120347,nm0000112,James Bond
tt0120347,nm0000596,Elliot Carver
tt0120347,nm0000706,Wai Lin
tt0120347,nm0000159,Paris Carver
tt0120363,nm0000158,Woody
tt0120363,nm0000741,Buzz Lightyear
tt0120363,nm0000349,Jessie
tt0120363,nm0001288,Prospector
tt0120382,nm0000120,Truman Burbank
tt0120382,nm0000438,Christof
tt0120382,nm0001473,Meryl Burbank
tt0120382,nm0001473,Hannah Gill
tt0120382,nm0001187,Marlon
tt0120484,nm0001191,Bobby Boucher
tt0120484,nm0000870,Mama Boucher
tt0120484,nm0001857,Coach Klein
tt0120484,nm0000103,Vicki Vallencourt
tt0120586,nm0001570,Derek
tt0120586,nm0000411,Danny
tt0120586,nm0000350,Doris
tt0120586,nm0000497,Davina
tt0120587,nm0000095,Z
tt0120587,nm0000232,Bala
tt0120587,nm0000432,Mandible
tt0120587,nm0000230,Weaver
tt0120591,nm0000246,Harry S. Stamper
tt0120591,nm0000671,Dan Truman
tt0120591,nm0000255,A.J. Frost
tt0120591,nm0000239,Grace Stamper
tt0120601,nm0000131,Craig Schwartz
tt0120601,nm0000139,Lotte Schwartz
tt0120601,nm0001416,Maxine Lund
tt0120601,nm0000518,John Horatio Malkovich
tt0120611,nm0000648,Blade
tt0120611,nm0001151,Deacon Frost
tt0120611,nm0001434,Whistler
tt0120611,nm0942668,Karen
tt0120616,nm0000409,Rick O'Connell
tt0120616,nm0001838,Evelyn Carnahan
tt0120616,nm0001314,Jonathan Carnahan
tt0120616,nm0903677,Imhotep
tt0120623,nm0000228,Hopper
tt0120623,nm0004929,Flik
tt0120623,nm0000506,Atta
tt0120623,nm0659363,Dot
tt0120630,nm0000154,Rocky
tt0120630,nm0768018,Ginger
tt0120630,nm0200057,Fetcher
tt0120630,nm0272521,Mac
tt0120632,nm0000115,Seth
tt0120632,nm0000212,Dr. Maggie Rice
tt0120632,nm0105672,Cassiel
tt0120632,nm0001240,Nathaniel Messinger
tt0120647,nm0000380,Spurgeon Tanner
tt0120647,nm0000495,Jenny Lerner
tt0120647,nm0000704,Leo Biederman
tt0120647,nm0000151,President Beck
tt0120655,nm0000255,Bartleby
tt0120655,nm0000354,Loki
tt0120655,nm0000400,Bethany
tt0120655,nm0001069,John Doe Jersey
tt0120657,nm0000104,Ahmed Ibn Fahdlan
tt0120657,nm0893204,Queen Weilew
tt0120657,nm0832509,Herger - Joyous
tt0120657,nm0474520,Buliwyf - Leader
tt0120660,nm0000226,Robert Clayton Dean
tt0120660,nm0000432,Edward Lyle
tt0120660,nm0000432,Brill
tt0120660,nm0000685,Thomas Brian Reynolds
tt0120660,nm0000956,Rachel F. Banks
tt0120663,nm0000129,Dr. William Harford
tt0120663,nm0000173,Alice Harford
tt0120663,nm0276062,Nick Nightingale
tt0120663,nm0001628,Victor Ziegler
tt0120667,nm0344435,Reed Richards
tt0120667,nm0004821,Ben Grimm
tt0120667,nm0262635,Johnny Storm
tt0120667,nm0004695,Sue Storm
tt0120669,nm0000136,Raoul Duke
tt0120669,nm0001125,Dr. Gonzo
tt0120669,nm0001497,Hitchhiker
tt0120669,nm0324672,Uniformed Dwarf
tt0120681,nm0000136,Inspector Frederick Abberline
tt0120681,nm0001287,Mary Kelly
tt0120681,nm0000453,Sir William Gull
tt0120681,nm0001059,Sergeant Peter Godley
tt0120685,nm0000111,Dr. Niko Tatopoulos
tt0120685,nm0000606,Philippe Roaché
tt0120685,nm0001623,Audrey Timmonds
tt0120685,nm0000279,Victor 'Animal' Palotti
tt0120689,nm0000158,Paul Edgecomb
tt0120689,nm0003817,John Coffey
tt0120689,nm0001556,Brutus 'Brutal' Howell
tt0120689,nm0001372,Jan Edgecomb
tt0120735,nm0002076,Tom
tt0120735,nm0002077,Soap
tt0120735,nm0602941,Eddy
tt0120735,nm0005458,Bacon
tt0120737,nm0000704,Frodo
tt0120737,nm0005212,Gandalf
tt0120737,nm0089217,Legolas
tt0120737,nm0000293,Boromir
tt0120744,nm0000138,King Louis
tt0120744,nm0000138,Phillippe
tt0120744,nm0000460,Aramis
tt0120744,nm0000518,Athos
tt0120744,nm0000367,Porthos
tt0120746,nm0000104,Alejandro Murrieta
tt0120746,nm0000104,Zorro
tt0120746,nm0000164,Don Diego de la Vega
tt0120746,nm0000164,Zorro
tt0120746,nm0001876,Elena
tt0120746,nm0851767,Young Alejandro Murrieta
tt0120755,nm0000129,Ethan Hunt
tt0120755,nm0779084,Sean Ambrose
tt0120755,nm0628601,Nyah Hall
tt0120755,nm0000609,Luther Strickell
tt0120762,nm0001840,Mulan
tt0120762,nm0000552,Mushu
tt0120762,nm0000703,Shang
tt0120762,nm0001208,Shan-Yu
tt0120768,nm0000168,Danny Roman
tt0120768,nm0000228,Chris Sabian
tt0120768,nm0001556,Adam Beck
tt0120768,nm0726492,Grant Frost
tt0120783,nm0517820,Hallie Parker
tt0120783,nm0517820,Annie James
tt0120783,nm0000598,Nick Parker
tt0120783,nm0001670,Elizabeth James
tt0120783,nm0005006,Meredith Blake
tt0120784,nm0000154,Porter
tt0120784,nm0001344,Val Resnick
tt0120784,nm0004742,Rosie
tt0120784,nm0001601,Arthur Stegman
tt0120789,nm0001497,David
tt0120789,nm0001099,Mr. Johnson
tt0120789,nm0000260,Betty
tt0120789,nm0000513,George
tt0120794,nm0000174,Moses
tt0120794,nm0000174,God
tt0120794,nm0000146,Rameses
tt0120794,nm0000201,Tzipporah
tt0120794,nm0000113,Miriam
tt0120804,nm0000170,Alice
tt0120804,nm0735442,Rain
tt0120804,nm1011675,Mr. Grey
tt0120804,nm0668994,Mr. Red
tt0120812,nm0000329,Lee
tt0120812,nm0000676,Carter
tt0120812,nm0504962,Sang
tt0120812,nm0929489,Griffin
tt0120812,nm0929489,Juntao
tt0120815,nm0000158,Captain Miller
tt0120815,nm0000354,Private Ryan
tt0120815,nm0001744,Sergeant Horvath
tt0120815,nm0122653,Private Reiben
tt0120855,nm0001282,Tarzan
tt0120855,nm0000378,Jane
tt0120855,nm0000306,Clayton
tt0120855,nm0000335,Kala
tt0120863,nm0001029,Pvt. Witt
tt0120863,nm0000576,1st Sgt. Welsh
tt0120863,nm0000560,Lt. Col. Tall
tt0120863,nm0009716,Pvt. Tella
tt0120873,nm0000169,Samuel Gerard
tt0120873,nm0000648,Sheridan
tt0120873,nm0000375,Royce
tt0120873,nm0001592,Renfro
tt0120888,nm0001191,Robbie Hart
tt0120888,nm0000106,Julia Sullivan
tt0120888,nm0852132,Holly Sullivan
tt0120888,nm0184445,Sammy
tt0120889,nm0000245,Chris Nielsen
tt0120889,nm0000421,Albert
tt0120889,nm0001711,Annie Nielsen
tt0120889,nm0001884,The Tracker
tt0120890,nm0000102,Ray Duquette
tt0120890,nm0000117,Suzie Toller
tt0120890,nm0000369,Sam Lombardo
tt0120890,nm0000612,Kelly Van Ryan
tt0120891,nm0000226,James West
tt0120891,nm0000177,Artemus Gordon
tt0120891,nm0000177,President Grant
tt0120891,nm0000110,Dr. Arliss Loveless
tt0120891,nm0000161,Rita Escobar
tt0120902,nm0000141,Agent Fox Mulder
tt0120902,nm0000096,Agent Dana Scully
tt0120902,nm0627453,The Well-Manicured Man
tt0120902,nm0205657,The Cigarette-Smoking Man
tt0120903,nm0001772,Professor Charles Xavier
tt0120903,nm0413168,Logan
tt0120903,nm0413168,Wolverine
tt0120903,nm0005212,Eric Lensherr
tt0120903,nm0005212,Magneto
tt0120903,nm0000463,Jean Grey
tt0120912,nm0000169,Kay
tt0120912,nm0000226,Jay
tt0120912,nm0001800,Zed
tt0120912,nm0001223,Serleena
tt0120915,nm0000191,Obi-Wan Kenobi
tt0120915,nm0000553,Qui-Gon Jinn
tt0120915,nm0000204,Queen Amidala
tt0120915,nm0000204,Padmé
tt0120915,nm0005157,Anakin Skywalker
tt0120917,nm0005450,Kuzco
tt0120917,nm0000422,Pacha
tt0120917,nm0457755,Yzma
tt0120917,nm0911320,Kronk
tt0121164,nm0000136,Victor Van Dort
tt0121164,nm0000307,Corpse Bride
tt0121164,nm0001833,Victoria Everglot
tt0121164,nm0001808,Nell Van Dort
tt0121164,nm0001808,Hildegarde
tt0121765,nm0159789,Anakin Skywalker
tt0121765,nm0000204,Padmé
tt0121765,nm0000191,Obi-Wan Kenobi
tt0121765,nm0000489,Count Dooku
tt0121765,nm0000489,Darth Tyranus
tt0121766,nm0159789,Anakin Skywalker
tt0121766,nm0000204,Padmé
tt0121766,nm0000191,Obi-Wan Kenobi
tt0121766,nm0000168,Mace Windu
tt0122151,nm0000154,Martin Riggs
tt0122151,nm0000418,Roger Murtaugh
tt0122151,nm0000582,Leo Getz
tt0122151,nm0000623,Lorna Cole
tt0122690,nm0000134,Sam
tt0122690,nm0000606,Vincent
tt0122690,nm0001523,Deirdre
tt0122690,nm0001745,Gregor
tt0122933,nm0000134,Paul Vitti
tt0122933,nm0000345,Dr. Ben Sobel
tt0122933,nm0001435,Laura MacNamara Sobel
tt0122933,nm0001590,Primo Sidone
tt0123755,nm0207498,Leaven
tt0123755,nm0935659,Quentin
tt0123755,nm0382110,Worth
tt0123755,nm0587884,Kazan
tt0125439,nm0000424,William Thacker
tt0125439,nm0000210,Anna Scott
tt0125439,nm0564500,Tony
tt0125439,nm0406975,Spike
tt0125664,nm0000120,Andy Kaufman
tt0125664,nm0000362,George Shapiro
tt0125664,nm0065418,Stanley Kaufman - Andy's Father
tt0125664,nm0671761,Little Michael Kaufman
tt0126029,nm0000196,Shrek
tt0126029,nm0000196,Blind Mouse
tt0126029,nm0000196,Opening narration
tt0126029,nm0000552,Donkey
tt0126029,nm0000139,Princess Fiona
tt0126029,nm0001475,Lord Farquaad
tt0128442,nm0000354,Mike McDermott
tt0128442,nm0001570,Worm
tt0128442,nm0001543,Jo
tt0128442,nm0000518,Teddy KGB
tt0128445,nm0005403,Max Fischer
tt0128445,nm0000195,Herman Blume
tt0128445,nm0931404,Rosemary Cross
tt0128445,nm0001025,Bert Fischer
tt0128853,nm0000158,Joe Fox
tt0128853,nm0000212,Kathleen Kelly
tt0128853,nm0001427,Frank Navasky
tt0128853,nm0000205,Patricia Eden
tt0129167,nm0547349,Hogarth Hughes
tt0129167,nm0001065,Dean McCoppin
tt0129167,nm0000098,Annie Hughes
tt0129167,nm0004874,The Iron Giant
tt0129290,nm0000245,Patch Adams
tt0129290,nm0518687,Truman
tt0129290,nm0005321,Carin
tt0129290,nm0000450,Mitch
tt0129387,nm0000139,Mary
tt0129387,nm0000369,Healy
tt0129387,nm0001774,Ted
tt0129387,nm0262968,Tucker
tt0130827,nm0004376,Lola
tt0130827,nm0001953,Manni
tt0130827,nm0460578,Vater
tt0130827,nm0677899,Frau Hansen
tt0133093,nm0000206,Neo
tt0133093,nm0000401,Morpheus
tt0133093,nm0005251,Trinity
tt0133093,nm0915989,Agent Smith
tt0133152,nm0000242,Captain Leo Davidson
tt0133152,nm0000307,Ari
tt0133152,nm0000619,Thade
tt0133152,nm0003817,Attar
tt0133240,nm0330687,Jim Hawkins
tt0133240,nm0000668,Captain Amelia
tt0133240,nm0001737,B.E.N.
tt0133240,nm0001975,Mr. Arrow
tt0133751,nm0108287,Delilah Profitt
tt0133751,nm0245112,Stokely 'Stokes' Mitchell
tt0133751,nm0364977,Marybeth Louise Hutchinson
tt0133751,nm0001326,Zeke Tyler
tt0134084,nm0000274,Dewey Riley
tt0134084,nm0000117,Sidney Prescott
tt0134084,nm0001073,Gale Weathers
tt0134084,nm0000630,Cotton Weary
tt0134119,nm0000354,Tom Ripley
tt0134119,nm0000569,Marge Sherwood
tt0134119,nm0000179,Dickie Greenleaf
tt0134119,nm0000949,Meredith Logue
tt0134273,nm0000115,Tom Welles
tt0134273,nm0001618,Max California
tt0134273,nm0001254,Eddie Poole
tt0134273,nm0001780,Dino Velvet
tt0134847,nm0593664,Carolyn Fry
tt0134847,nm0369513,William J. Johns
tt0134847,nm0004874,Richard B. Riddick
tt0134847,nm0202966,Abu 'Imam' al-Walid
tt0137494,nm0000125,Mac
tt0137494,nm0001876,Gin
tt0137494,nm0000609,Thibadeaux
tt0137494,nm0001599,Cruz
tt0137523,nm0000093,Tyler Durden
tt0137523,nm0001570,Narrator
tt0137523,nm0001533,Robert Paulsen
tt0137523,nm0340260,Richard Chesler (Regional Manager)
tt0138097,nm0000569,Viola De Lesseps
tt0138097,nm0001212,Will Shakespeare
tt0138097,nm0001691,Philip Henslowe
tt0138097,nm0929489,Hugh Fennyman
tt0138704,nm0347797,Maximillian Cohen
tt0138704,nm0546797,Sol Robeson
tt0138704,nm0791570,Lenny Meyer
tt0138704,nm0366466,Marcy Dawson
tt0139134,nm0001264,Kathryn Merteuil
tt0139134,nm0000202,Sebastian Valmont
tt0139134,nm0000702,Annette Hargrove
tt0139134,nm0004757,Cecile Caldwell
tt0139654,nm0000243,Alonzo
tt0139654,nm0000160,Jake
tt0139654,nm0001277,Roger
tt0139654,nm0000297,Stan Gursky
tt0140352,nm0000128,Jeffrey Wigand
tt0140352,nm0000199,Lowell Bergman
tt0140352,nm0001626,Mike Wallace
tt0140352,nm0893204,Liane Wigand
tt0142342,nm0001191,Sonny Koufax
tt0142342,nm0000725,Layla Maloney
tt0142342,nm0829537,Kevin Gerrity
tt0142342,nm0819850,Julian 'Frankenstien' McGrath
tt0142688,nm0000136,Dean Corso
tt0142688,nm0001449,Boris Balkan
tt0142688,nm0000565,Liana Telfer
tt0142688,nm0782561,The Girl
tt0143145,nm0000112,James Bond
tt0143145,nm0000521,Elektra King
tt0143145,nm0001015,Renard
tt0143145,nm0000612,Dr. Christmas Jones
tt0144084,nm0000288,Patrick Bateman
tt0144084,nm0857620,Timothy Bryce
tt0144084,nm0524197,Craig McDermott
tt0144084,nm0756083,David Van Patten
tt0144117,nm0000353,Paul Smecker
tt0144117,nm0001218,Connor MacManus
tt0144117,nm0005342,Murphy MacManus
tt0144117,nm0217386,Rocco
tt0145487,nm0001497,Spider-Man
tt0145487,nm0001497,Peter Parker
tt0145487,nm0000379,Mary Jane Watson
tt0145487,nm0000353,Green Goblin
tt0145487,nm0000353,Norman Osborn
tt0145487,nm0290556,Harry Osborn
tt0145660,nm0000196,Austin Powers
tt0145660,nm0000196,Dr. Evil
tt0145660,nm0000196,Fat Bastard
tt0145660,nm0001287,Felicity Shagwell
tt0145660,nm0001868,Basil Exposition
tt0145660,nm0001822,Number Two
tt0145681,nm0000243,Lincoln Rhyme
tt0145681,nm0001401,Amelia Donaghy
tt0145681,nm0001451,Thelma
tt0145681,nm0740264,Captain Howard Cheney
tt0146316,nm0001401,Lara Croft
tt0146316,nm0000685,Lord Richard Croft
tt0146316,nm0322513,Manfred Powell
tt0146316,nm0852965,Bryce
tt0146675,nm0000216,Jericho
tt0146675,nm0000321,The Man
tt0146675,nm0000677,Christine
tt0146675,nm0001629,Chicago
tt0146838,nm0000199,Tony D'Amato
tt0146838,nm0000598,Jack 'Cap' Rooney
tt0146838,nm0000139,Christina Pagniacci
tt0146838,nm0000249,Dr. Harvey Mandrake
tt0146882,nm0000131,Rob Gordon
tt0146882,nm0005013,Laura
tt0146882,nm0521974,Dick
tt0146882,nm0085312,Barry Judd
tt0147800,nm0005132,Patrick Verona
tt0147800,nm0005466,Kat Stratford
tt0147800,nm0330687,Cameron James
tt0147800,nm0646351,Bianca Stratford
tt0149261,nm0005048,Carter Blake
tt0149261,nm0004787,Dr. Susan McAlester
tt0149261,nm0000168,Russell Franklin
tt0149261,nm0571537,Janice Higgins
tt0151804,nm0515296,Peter
tt0151804,nm0000098,Joanna
tt0151804,nm0379114,Michael Bolton
tt0151804,nm0619651,Samir
tt0158983,nm0005295,Stan Marsh
tt0158983,nm0005295,Eric Cartman
tt0158983,nm0005295,Satan
tt0158983,nm0001778,Kyle Broflovski
tt0158983,nm0001778,Kenny McCormick
tt0158983,nm0001778,Saddam Hussein
tt0158983,nm0074834,Liane Cartman
tt0158983,nm0074834,Sheila Broflovski
tt0158983,nm0074834,Sharon Marsh
tt0158983,nm0005002,Chef
tt0159097,nm0000379,Lux Lisbon
tt0159097,nm0001326,Trip Fontaine
tt0159097,nm0000249,Mr. Lisbon
tt0159097,nm0000678,Mrs. Lisbon
tt0159273,nm0000432,Reigart
tt0159273,nm0005562,Burnett
tt0159273,nm0532683,Stackhouse
tt0159273,nm0925916,Rodway
tt0159365,nm0000179,Inman
tt0159365,nm0000173,Ada Monroe
tt0159365,nm0000250,Ruby Thewes
tt0159365,nm0040586,Maddy
tt0160127,nm0000139,Natalie
tt0160127,nm0000106,Dylan
tt0160127,nm0005154,Alex
tt0160127,nm0000195,Bosley
tt0161081,nm0000148,Norman Spencer
tt0161081,nm0000201,Claire Spencer
tt0161081,nm0870007,Caitlin Spencer
tt0161081,nm0001584,Mary Feur
tt0162222,nm0000158,Chuck Noland
tt0162222,nm0000166,Kelly Frears
tt0162222,nm0584052,Ramon
tt0162222,nm0925096,Bettina Peterson
tt0162346,nm0000114,Seymour
tt0162346,nm0000301,Enid
tt0162346,nm0424060,Rebecca
tt0162346,nm0000605,Josh
tt0162661,nm0000136,Ichabod Crane
tt0162661,nm0000207,Katrina Van Tassel
tt0162661,nm0001669,Lady Van Tassel
tt0162661,nm0001669,Crone
tt0162661,nm0002091,Baltus Van Tassel
tt0163025,nm0000554,Dr. Alan Grant
tt0163025,nm0000513,Paul Kirby
tt0163025,nm0000495,Amanda Kirby
tt0163025,nm0005273,Billy Brennan
tt0163651,nm0004755,Jim
tt0163651,nm0005098,Oz
tt0163651,nm0005272,Kevin
tt0163651,nm0177639,Stifler's Mom
tt0163978,nm0000138,Richard
tt0163978,nm0842770,Sal
tt0163978,nm0948679,Hustler
tt0163978,nm0665265,Hotel Receptionist
tt0164052,nm0000102,Sebastian Caine
tt0164052,nm0000223,Linda McKay
tt0164052,nm0000982,Matthew Kensington
tt0164052,nm0225332,Sarah Kennedy
tt0164184,nm0000255,Jack Ryan
tt0164184,nm0000151,DCI William Cabot
tt0164184,nm1172817,Syrian Radar Operator
tt0164184,nm0090309,Israeli Pilot
tt0164912,nm0000150,Stuart Little
tt0164912,nm0000133,Mrs. Little
tt0164912,nm0491402,Mr. Little
tt0164912,nm0005151,George Little
tt0166924,nm0915208,Betty
tt0166924,nm0915208,Diane Selwyn
tt0166924,nm0005009,Rita
tt0166924,nm0005009,Camilla Rhodes
tt0166924,nm0857620,Adam
tt0166924,nm0060931,Irene
tt0167190,nm0000579,Hellboy
tt0167190,nm0427964,Abe Sapien
tt0167190,nm0004757,Liz Sherman
tt0167190,nm0000457,"Trevor ""Broom"" Bruttenholm"
tt0167260,nm0000704,Frodo
tt0167260,nm0001557,Aragorn
tt0167260,nm0005212,Gandalf
tt0167260,nm0089217,Legolas
tt0167261,nm0000704,Frodo
tt0167261,nm0005212,Gandalf
tt0167261,nm0001557,Aragorn
tt0167261,nm0089217,Legolas
tt0167404,nm0000246,Malcolm Crowe
tt0167404,nm0005286,Cole Sear
tt0167404,nm0001057,Lynn Sear
tt0167404,nm0931404,Anna Crowe
tt0168629,nm0001951,Selma Jezkova
tt0168629,nm0000366,Kathy
tt0168629,nm0001556,Bill Houston
tt0168629,nm0001780,Jeff
tt0169102,nm0451148,Bhuvan
tt0169102,nm0944834,Bhura
tt0169102,nm0961737,Gauri
tt0169102,nm0791226,Elizabeth Russell
tt0169547,nm0000228,Lester Burnham
tt0169547,nm0000906,Carolyn Burnham
tt0169547,nm0000301,Jane Burnham
tt0169547,nm0004747,Ricky Fitts
tt0170016,nm0000120,Grinch
tt0170016,nm0597410,Cindy Lou Who
tt0170016,nm3679189,Max
tt0170016,nm0001787,Mayor Augustus Maywho
tt0172156,nm0000226,Detective Mike Lowrey
tt0172156,nm0001454,Detective Marcus Burnett
tt0172156,nm0005517,Syd
tt0172156,nm0003244,Hector Juan Carlos 'Johnny' Tapia
tt0172493,nm0000213,Susanna
tt0172493,nm0001401,Lisa
tt0172493,nm0245112,Georgina
tt0172493,nm0005261,Daisy
tt0172495,nm0000128,Maximus
tt0172495,nm0001618,Commodus
tt0172495,nm0001567,Lucilla
tt0172495,nm0001657,Proximo
tt0175142,nm0267506,Cindy
tt0175142,nm0009016,Bobby
tt0175142,nm0005541,Shorty
tt0175142,nm0001182,Drew
tt0175880,nm0000129,Frank T.J. Mackey
tt0175880,nm0001673,Earl Partridge
tt0175880,nm0000194,Linda Partridge
tt0175880,nm0000450,Phil Parma
tt0177789,nm0000741,Jason Nesmith
tt0177789,nm0000244,Gwen DeMarco
tt0177789,nm0000614,Alexander Dane
tt0177789,nm0001724,Fred Kwan
tt0177971,nm0000123,Billy Tyne
tt0177971,nm0000242,Bobby Shatford
tt0177971,nm0000604,Dale 'Murph' Murphy
tt0177971,nm0000178,Christina Cotter
tt0180093,nm0000995,Sara Goldfarb
tt0180093,nm0001467,Harry Goldfarb
tt0180093,nm0000124,Marion Silver
tt0180093,nm0005541,Tyrone C. Love
tt0181689,nm0000129,Chief John Anderton
tt0181689,nm0268199,Danny Witwer
tt0181689,nm0608090,Agatha
tt0181689,nm0001884,Director Lamar Burgess
tt0181852,nm0000216,Terminator
tt0181852,nm0001763,John Connor
tt0181852,nm0518085,T-X
tt0181852,nm0000132,Kate Brewster
tt0181865,nm0000140,Robert Wakefield
tt0181865,nm0001125,Javier Rodriguez
tt0181865,nm0001876,Helena Ayala
tt0181865,nm0889846,Manolo Sanchez
tt0181875,nm0001082,Russell Hammond
tt0181875,nm0297578,William Miller
tt0181875,nm0005028,Penny Lane
tt0181875,nm0000531,Elaine Miller
tt0182789,nm0000245,Andrew
tt0182789,nm0001110,Little Miss
tt0182789,nm0001110,Portia
tt0182789,nm0000554,Sir
tt0182789,nm0001624,Rupert Burns
tt0183505,nm0000120,Charlie
tt0183505,nm0000120,Hank
tt0183505,nm0000250,Irene
tt0183505,nm0026364,Jamaal
tt0183505,nm0115236,Lee Harvey
tt0183649,nm0268199,Stu Shepard
tt0183649,nm0000662,The Caller
tt0183649,nm0001845,Captain Ramey
tt0183649,nm0593664,Kelly Shepard
tt0183790,nm0005132,William Thatcher
tt0183790,nm0004692,Roland
tt0183790,nm0001722,Count Adhemar
tt0183790,nm0815370,Jocelyn
tt0184894,nm0000329,Chon Wang
tt0184894,nm0005562,Roy O'Bannon
tt0184894,nm0005154,Princess Pei Pei
tt0184894,nm0581266,Indian Wife
tt0185431,nm0001191,Nicky
tt0185431,nm0000099,Valerie Veran
tt0185431,nm0000172,Dad
tt0185431,nm0406975,Adrian
tt0185937,nm0231946,Heather Donahue
tt0185937,nm0931321,Michael 'Mike' Williams
tt0185937,nm0502671,Joshua 'Josh' Leonard
tt0185937,nm1482809,Short Fisherman
tt0186151,nm0000598,Frank Sullivan
tt0186151,nm0001029,John Sullivan
tt0186151,nm0236495,Jack Shepard
tt0186151,nm0593310,Julia Sullivan
tt0187078,nm0000115,Memphis Raines
tt0187078,nm0001401,Sara 'Sway' Wayland
tt0187078,nm0000610,Kip Raines
tt0187078,nm0189278,Mirror Man
tt0187393,nm0000154,Benjamin Martin
tt0187393,nm0005132,Gabriel Martin
tt0187393,nm0000613,Charlotte Selton
tt0187393,nm0005042,Col. William Tavington
tt0187738,nm0000648,Blade
tt0187738,nm0001434,Whistler
tt0187738,nm0000579,Reinhardt
tt0187738,nm0007237,Nyssa
tt0190138,nm0000246,Jimmy Tudeski
tt0190138,nm0001612,Oz Oseransky
tt0190138,nm0000275,Sophie
tt0190138,nm0003817,Frankie Figs
tt0190332,nm0000334,Master Li Mu Bai
tt0190332,nm0000706,Yu Shu Lien
tt0190332,nm0955471,Jen
tt0190332,nm0151654,Lo
tt0190590,nm0000123,Everett
tt0190590,nm0001806,Pete Hogwallop
tt0190590,nm0625789,Delmar O'Donnell
tt0190590,nm0000422,Big Dan Teague
tt0195685,nm0000210,Erin Brockovich
tt0195685,nm0001215,Ed Masry
tt0195685,nm0109773,Dr. Jaffe
tt0195685,nm0225767,Rosalind
tt0195714,nm0001701,Alex Browning
tt0195714,nm0005123,Clear Rivers
tt0195714,nm0005445,Carter Horton
tt0195714,nm0167028,Valerie Lewton
tt0196229,nm0001774,Derek Zoolander
tt0196229,nm0005562,Hansel
tt0196229,nm0852132,Matilda Jeffries
tt0196229,nm0002071,Mugatu
tt0198781,nm0000345,Mike
tt0198781,nm0000422,Sullivan
tt0198781,nm0316701,Boo
tt0198781,nm0000114,Randall
tt0200465,nm0005458,Terry Leather
tt0200465,nm0004787,Martine Love
tt0200465,nm1304386,Kevin Swain
tt0200465,nm0990547,Dave Shilling
tt0200550,nm0005305,Violet Sanford
tt0200550,nm0305081,Kevin O'Donnell
tt0200550,nm0000422,Bill
tt0200550,nm0004742,Lil
tt0203009,nm0000173,Satine
tt0203009,nm0000191,Christian
tt0203009,nm0000491,Toulouse-Lautrec
tt0203009,nm0000980,Harold Zidler
tt0203019,nm0000421,Chief Carl Brashear
tt0203019,nm0000134,Master Chief Billy Sunday
tt0203019,nm0000234,Gwen Sunday
tt0203019,nm0254712,Jo
tt0206634,nm0000194,Julian
tt0206634,nm0654110,Theo Faron
tt0206634,nm0252230,Luke
tt0206634,nm0000323,Jasper
tt0207201,nm0000154,Nick Marshall
tt0207201,nm0000166,Darcy Maguire
tt0207201,nm0000673,Lola
tt0207201,nm0000257,Dan Wanamaker
tt0208092,nm0005458,Turkish
tt0208092,nm0000093,Mickey O'Neil
tt0208092,nm0334318,Tommy
tt0208092,nm0005068,Bullet-Tooth Tony
tt0209144,nm0001602,Leonard
tt0209144,nm0005251,Natalie
tt0209144,nm0001592,Teddy
tt0209144,nm0095478,Burt
