"('mid',)","('titleType',)","('primaryTitle',)","('originalTitle',)","('isAdult',)","('startYear',)","('endYear',)","('runtimeMinutes',)"
tt0878804,movie,The Blind Side,The Blind Side,0,2009,,129
tt0884328,movie,The Mist,The Mist,0,2007,,126
tt0887883,movie,Burn After Reading,Burn After Reading,0,2008,,96
tt0887912,movie,The Hurt Locker,The Hurt Locker,0,2008,,131
tt0889573,movie,The Switch,The Switch,0,2010,,101
tt0889583,movie,Brüno,Brüno,0,2009,,81
tt0890870,movie,Saw IV,Saw IV,0,2007,,93
tt0892769,movie,How to Train Your Dragon,How to Train Your Dragon,0,2010,,98
tt0892782,movie,Monsters vs. Aliens,Monsters vs. Aliens,0,2009,,94
tt0892791,movie,Shrek Forever After,Shrek Forever After,0,2010,,93
tt0898367,movie,The Road,The Road,0,2009,,111
tt0901476,movie,Bride Wars,Bride Wars,0,2009,,89
tt0903624,movie,The Hobbit: An Unexpected Journey,The Hobbit: An Unexpected Journey,0,2012,,169
tt0905372,movie,The Thing,The Thing,0,2011,,103
tt0907657,movie,Once,Once,0,2007,,86
tt0910936,movie,Pineapple Express,Pineapple Express,0,2008,,111
tt0910970,movie,WALL·E,WALL·E,0,2008,,98
tt0914798,movie,The Boy in the Striped Pajamas,The Boy in the Striped Pyjamas,0,2008,,94
tt0918927,movie,Doubt,Doubt,0,2008,,104
tt0918940,movie,The Legend of Tarzan,The Legend of Tarzan,0,2016,,110
tt0926084,movie,Harry Potter and the Deathly Hallows: Part 1,Harry Potter and the Deathly Hallows: Part 1,0,2010,,146
tt0929632,movie,Precious,Precious,0,2009,,110
tt0936501,movie,Taken,Taken,0,2008,,90
tt0938283,movie,The Last Airbender,The Last Airbender,0,2010,,103
tt0942385,movie,Tropic Thunder,Tropic Thunder,0,2008,,107
tt0944835,movie,Salt,Salt,0,2010,,100
tt0945513,movie,Source Code,Source Code,0,2011,,93
tt0947798,movie,Black Swan,Black Swan,0,2010,,108
tt0947810,movie,Green Zone,Green Zone,0,2010,,115
tt0948470,movie,The Amazing Spider-Man,The Amazing Spider-Man,0,2012,,136
tt0949731,movie,The Happening,The Happening,0,2008,,91
tt0955308,movie,Robin Hood,Robin Hood,0,2010,,140
tt0959337,movie,Revolutionary Road,Revolutionary Road,0,2008,,119
tt0960144,movie,You Don't Mess with the Zohan,You Don't Mess with the Zohan,0,2008,,113
tt0963966,movie,The Sorcerer's Apprentice,The Sorcerer's Apprentice,0,2010,,109
tt0964517,movie,The Fighter,The Fighter,0,2010,,116
tt0970179,movie,Hugo,Hugo,0,2011,,126
tt0970416,movie,The Day the Earth Stood Still,The Day the Earth Stood Still,0,2008,,104
tt0970866,movie,Little Fockers,Little Fockers,0,2010,,98
tt0974015,movie,Justice League,Justice League,0,2017,,120
tt0974661,movie,17 Again,17 Again,0,2009,,102
tt0976051,movie,The Reader,The Reader,0,2008,,124
tt0978762,movie,Mary and Max,Mary and Max.,0,2009,,92
tt0978764,movie,Sucker Punch,Sucker Punch,0,2011,,110
tt0980970,movie,The Chronicles of Narnia: The Voyage of the Dawn Treader,The Chronicles of Narnia: The Voyage of the Dawn Treader,0,2010,,113
tt0983193,movie,The Adventures of Tintin,The Adventures of Tintin,0,2011,,107
tt0985694,movie,Machete,Machete,0,2010,,105
tt0985699,movie,Valkyrie,Valkyrie,0,2008,,121
tt0986263,movie,Surrogates,Surrogates,0,2009,,89
tt0986264,movie,Like Stars on Earth,Taare Zameen Par,0,2007,,165
tt0988045,movie,Sherlock Holmes,Sherlock Holmes,0,2009,,128
tt0988595,movie,27 Dresses,27 Dresses,0,2008,,111
tt0989757,movie,Dear John,Dear John,0,2010,,108
tt0990407,movie,The Green Hornet,The Green Hornet,0,2011,,119
tt0993840,movie,Army of the Dead,Army of the Dead,0,2021,,148
tt0993842,movie,Hanna,Hanna,0,2011,,111
tt0993846,movie,The Wolf of Wall Street,The Wolf of Wall Street,0,2013,,180
tt1000774,movie,Sex and the City,Sex and the City,0,2008,,145
tt1001508,movie,He's Just Not That Into You,He's Just Not That Into You,0,2009,,129
tt1001526,movie,Megamind,Megamind,0,2010,,95
tt1007028,movie,Zack and Miri Make a Porno,Zack and Miri Make a Porno,0,2008,,101
tt1007029,movie,The Iron Lady,The Iron Lady,0,2011,,105
tt1010048,movie,Slumdog Millionaire,Slumdog Millionaire,0,2008,,120
tt1013743,movie,Knight and Day,Knight and Day,0,2010,,109
tt1013752,movie,Fast & Furious,Fast & Furious,0,2009,,107
tt1013753,movie,Milk,Milk,0,2008,,128
tt1014759,movie,Alice in Wonderland,Alice in Wonderland,0,2010,,108
tt10189514,movie,Soorarai Pottru,Soorarai Pottru,0,2020,,153
tt1019452,movie,A Serious Man,A Serious Man,0,2009,,106
tt1022603,movie,500 Days of Summer,(500) Days of Summer,0,2009,,95
tt1023111,movie,Never Back Down,Never Back Down,0,2008,,113
tt1023114,movie,The Way Back,The Way Back,0,2010,,133
tt1024648,movie,Argo,Argo,0,2012,,120
tt1025100,movie,Gemini Man,Gemini Man,0,2019,,117
tt10272386,movie,The Father,The Father,0,2020,,97
tt1027718,movie,Wall Street: Money Never Sleeps,Wall Street: Money Never Sleeps,0,2010,,133
tt1028528,movie,Death Proof,Death Proof,0,2007,,127
tt1028532,movie,Hachi: A Dog's Tale,Hachi: A Dog's Tale,0,2009,,93
tt10288566,movie,Another Round,Druk,0,2020,,117
tt10293406,movie,The Power of the Dog,The Power of the Dog,0,2021,,126
tt10295212,movie,Shershaah,Shershaah,0,2021,,135
tt1032755,movie,RocknRolla,RocknRolla,0,2008,,114
tt1033575,movie,The Descendants,The Descendants,0,2011,,115
tt1033643,movie,What Happens in Vegas,What Happens in Vegas,0,2008,,99
tt1034032,movie,Gamer,Gamer,0,2009,,95
tt1034303,movie,Defiance,Defiance,0,2008,,137
tt1037705,movie,The Book of Eli,The Book of Eli,0,2010,,118
tt1038686,movie,Legion,Legion,0,2010,,100
tt1038919,movie,The Bounty Hunter,The Bounty Hunter,0,2010,,110
tt1038988,movie,REC,[Rec],0,2007,,78
tt1041829,movie,The Proposal,The Proposal,0,2009,,108
tt1045658,movie,Silver Linings Playbook,Silver Linings Playbook,0,2012,,122
tt1046173,movie,G.I. Joe: The Rise of Cobra,G.I. Joe: The Rise of Cobra,0,2009,,118
tt1049413,movie,Up,Up,0,2009,,96
tt1051906,movie,The Invisible Man,The Invisible Man,0,2020,,124
tt1053424,movie,Repo Men,Repo Men,0,2010,,111
tt1054606,movie,The Imaginarium of Doctor Parnassus,The Imaginarium of Doctor Parnassus,0,2009,,123
tt1055292,movie,Life as We Know It,Life as We Know It,0,2010,,115
tt1055369,movie,Transformers: Revenge of the Fallen,Transformers: Revenge of the Fallen,0,2009,,149
tt1057500,movie,Invictus,Invictus,0,2009,,134
tt1058017,movie,The Invention of Lying,The Invention of Lying,0,2009,,100
tt1059786,movie,Eagle Eye,Eagle Eye,0,2008,,118
tt1060277,movie,Cloverfield,Cloverfield,0,2008,,85
tt1063669,movie,The Wave,Die Welle,0,2008,,107
tt1065073,movie,Boyhood,Boyhood,0,2014,,165
tt1067106,movie,A Christmas Carol,A Christmas Carol,0,2009,,96
tt1067583,movie,Water for Elephants,Water for Elephants,0,2011,,122
tt1068680,movie,Yes Man,Yes Man,0,2008,,104
tt1070874,movie,The Trial of the Chicago 7,The Trial of the Chicago 7,0,2020,,129
tt1071875,movie,Ghost Rider: Spirit of Vengeance,Ghost Rider: Spirit of Vengeance,0,2011,,96
tt1073498,movie,Meet the Spartans,Meet the Spartans,0,2008,,87
tt1074638,movie,Skyfall,Skyfall,0,2012,,143
tt1077258,movie,Planet Terror,Planet Terror,0,2007,,105
tt1077368,movie,Dark Shadows,Dark Shadows,0,2012,,113
tt1078912,movie,Night at the Museum: Battle of the Smithsonian,Night at the Museum: Battle of the Smithsonian,0,2009,,105
tt1078940,movie,Couples Retreat,Couples Retreat,0,2009,,113
tt1080016,movie,Ice Age 3: Dawn of the Dinosaurs,Ice Age: Dawn of the Dinosaurs,0,2009,,94
tt10838180,movie,The Matrix Resurrections,The Matrix Resurrections,0,2021,,148
tt1086772,movie,Blended,Blended,0,2014,,117
tt10872600,movie,Spider-Man: No Way Home,Spider-Man: No Way Home,0,2021,,148
tt10888594,movie,Radhe,Radhe,0,2021,,135
tt1091191,movie,Lone Survivor,Lone Survivor,0,2013,,121
tt1091722,movie,Adventureland,Adventureland,0,2009,,107
tt1092026,movie,Paul,Paul,0,2011,,104
tt1099212,movie,Twilight,Twilight,0,2008,,122
tt1100089,movie,Foxcatcher,Foxcatcher,0,2014,,134
tt1104001,movie,TRON: Legacy,Tron,0,2010,,125
tt11083552,movie,Wrath of Man,Wrath of Man,0,2021,,119
tt1109624,movie,Paddington,Paddington,0,2014,,95
tt1111422,movie,The Taking of Pelham 1 2 3,The Taking of Pelham 123,0,2009,,106
tt1114740,movie,Paul Blart: Mall Cop,Paul Blart: Mall Cop,0,2009,,91
tt1119646,movie,The Hangover,The Hangover,0,2009,,100
tt1120985,movie,Blue Valentine,Blue Valentine,0,2010,,112
tt1121931,movie,Crank: High Voltage,Crank: High Voltage,0,2009,,96
tt1124035,movie,The Ides of March,The Ides of March,0,2011,,101
tt1125849,movie,The Wrestler,The Wrestler,0,2008,,109
tt1127180,movie,Drag Me to Hell,Drag Me to Hell,0,2009,,99
tt11286314,movie,Don't Look Up,Don't Look Up,0,2021,,138
tt1129442,movie,Transporter 3,Transporter 3,0,2008,,104
tt1130884,movie,Shutter Island,Shutter Island,0,2010,,138
tt1131729,movie,The Boat That Rocked,The Boat That Rocked,0,2009,,135
tt1131734,movie,Jennifer's Body,Jennifer's Body,0,2009,,102
tt1132620,movie,The Girl with the Dragon Tattoo,Män som hatar kvinnor,0,2009,,152
tt1132626,movie,Saw V,Saw V,0,2008,,92
tt1133985,movie,Green Lantern,Green Lantern,0,2011,,114
tt1135503,movie,Julie & Julia,Julie & Julia,0,2009,,123
tt1136608,movie,District 9,District 9,0,2009,,112
tt1139328,movie,The Ghost Writer,The Ghost Writer,0,2010,,128
tt1139797,movie,Let the Right One In,Låt den rätte komma in,0,2008,,114
tt1142977,movie,Frankenweenie,Frankenweenie,0,2012,,87
tt1142988,movie,The Ugly Truth,The Ugly Truth,0,2009,,96
tt1144884,movie,The Final Destination,The Final Destination,0,2009,,82
tt1148204,movie,Orphan,Orphan,0,2009,,123
tt1152836,movie,Public Enemies,Public Enemies,0,2009,,140
tt1155056,movie,"I Love You, Man","I Love You, Man",0,2009,,105
tt1155076,movie,The Karate Kid,The Karate Kid,0,2010,,140
tt1156398,movie,Zombieland,Zombieland,0,2009,,88
tt1160419,movie,Dune,Dune: Part One,0,2021,,155
tt1170358,movie,The Hobbit: The Desolation of Smaug,The Hobbit: The Desolation of Smaug,0,2013,,161
tt1172570,movie,Bronson,Bronson,0,2008,,92
tt1174732,movie,An Education,An Education,0,2009,,100
tt1179034,movie,From Paris with Love,From Paris with Love,0,2010,,92
tt1179904,movie,Paranormal Activity,Paranormal Activity,0,2007,,86
tt1179933,movie,10 Cloverfield Lane,10 Cloverfield Lane,0,2016,,103
tt1182345,movie,Moon,Moon,0,2009,,97
tt1187043,movie,3 Idiots,3 Idiots,0,2009,,170
tt1187064,movie,Triangle,Triangle,0,2009,,99
tt1188729,movie,Pandorum,Pandorum,0,2009,,108
tt1188996,movie,My Name Is Khan,My Name Is Khan,0,2010,,165
tt1189073,movie,The Skin I Live In,La piel que habito,0,2011,,120
tt1189340,movie,The Lincoln Lawyer,The Lincoln Lawyer,0,2011,,118
tt1190080,movie,2012,2012,0,2009,,158
tt1192628,movie,Rango,Rango,0,2011,,107
tt1193138,movie,Up in the Air,Up in the Air,0,2009,,109
tt1194173,movie,The Bourne Legacy,The Bourne Legacy,0,2012,,135
tt1197624,movie,Law Abiding Citizen,Law Abiding Citizen,0,2009,,109
tt1201167,movie,Funny People,Funny People,0,2009,,146
tt1201607,movie,Harry Potter and the Deathly Hallows: Part 2,Harry Potter and the Deathly Hallows: Part 2,0,2011,,130
tt1204975,movie,Last Vegas,Last Vegas,0,2013,,105
tt1205489,movie,Gran Torino,Gran Torino,0,2008,,116
tt1205537,movie,Jack Ryan: Shadow Recruit,Jack Ryan: Shadow Recruit,0,2014,,105
tt1206543,movie,Out of the Furnace,Out of the Furnace,0,2013,,116
tt1210166,movie,Moneyball,Moneyball,0,2011,,133
tt1210819,movie,The Lone Ranger,The Lone Ranger,0,2013,,150
tt1211837,movie,Doctor Strange,Doctor Strange,0,2016,,115
tt1211956,movie,Escape Plan,Escape Plan,0,2013,,115
tt1212450,movie,Lawless,Lawless,0,2012,,116
tt1213641,movie,First Man,First Man,0,2018,,141
tt1213663,movie,The World's End,The World's End,0,2013,,109
tt1216475,movie,Cars 2,Cars 2,0,2011,,106
tt1216492,movie,Leap Year,Leap Year,0,2010,,100
tt1217209,movie,Brave,Brave,0,2012,,93
tt1217613,movie,Battle Los Angeles,Battle: Los Angeles,0,2011,,116
tt1219289,movie,Limitless,Limitless,0,2011,,105
tt1219827,movie,Ghost in the Shell,Ghost in the Shell,0,2017,,107
tt1220634,movie,Resident Evil: Afterlife,Resident Evil: Afterlife,0,2010,,96
tt1220719,movie,Ip Man,Ip Man,0,2008,,106
tt1226229,movie,Get Him to the Greek,Get Him to the Greek,0,2010,,109
tt1228705,movie,Iron Man 2,Iron Man 2,0,2010,,124
tt1228987,movie,Let Me In,Let Me In,0,2010,,116
tt1229238,movie,Mission: Impossible - Ghost Protocol,Mission: Impossible - Ghost Protocol,0,2011,,132
tt1229340,movie,Anchorman 2: The Legend Continues,Anchorman 2: The Legend Continues,0,2013,,119
tt1231583,movie,Due Date,Due Date,0,2010,,95
tt1231587,movie,Hot Tub Time Machine,Hot Tub Time Machine,0,2010,,101
tt1232829,movie,21 Jump Street,21 Jump Street,0,2012,,109
tt1233227,movie,Saw VI,Saw VI,0,2009,,90
tt1234548,movie,The Men Who Stare at Goats,The Men Who Stare at Goats,0,2009,,94
tt1234721,movie,RoboCop,RoboCop,0,2014,,117
tt12361974,movie,Zack Snyder's Justice League,Zack Snyder's Justice League,0,2021,,242
tt1240982,movie,Your Highness,Your Highness,0,2011,,102
tt1242460,movie,We Need to Talk About Kevin,We Need to Talk About Kevin,0,2011,,112
tt1243957,movie,The Tourist,The Tourist,0,2010,,103
tt1245492,movie,This Is the End,This Is the End,0,2013,,107
tt1245526,movie,RED,RED,0,2010,,111
tt1250777,movie,Kick-Ass,Kick-Ass,0,2010,,117
tt1253863,movie,300: Rise of an Empire,300: Rise of an Empire,0,2014,,102
tt1253864,movie,Immortals,Immortals,0,2011,,110
tt1255953,movie,Incendies,Incendies,0,2010,,131
tt1258197,movie,Exam,Exam,0,2009,,101
tt1259521,movie,The Cabin in the Woods,The Cabin in the Woods,0,2011,,95
tt1259528,movie,Den of Thieves,Den of Thieves,0,2018,,140
tt1259571,movie,The Twilight Saga: New Moon,The Twilight Saga: New Moon,0,2009,,130
tt1262416,movie,Scream 4,Scream 4,0,2011,,111
tt1267297,movie,Hercules,Hercules,0,2014,,98
tt1270797,movie,Venom,Venom,0,2018,,112
tt1270798,movie,X-Men: First Class,X: First Class,0,2011,,131
tt1272878,movie,2 Guns,2 Guns,0,2013,,109
tt1276104,movie,Looper,Looper,0,2012,,119
tt1277953,movie,Madagascar 3: Europe's Most Wanted,Madagascar 3: Europe's Most Wanted,0,2012,,95
tt1279935,movie,Date Night,Date Night,0,2010,,88
tt12801262,movie,Luca,Luca,0,2021,,95
tt1282140,movie,Easy A,Easy A,0,2010,,92
tt1284575,movie,Bad Teacher,Bad Teacher,0,2011,,92
tt1285016,movie,The Social Network,The Social Network,0,2010,,120
tt1288558,movie,Evil Dead,Evil Dead,0,2013,,91
tt1289401,movie,Ghostbusters,Ghostbusters,0,2016,,117
tt1291150,movie,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,0,2014,,101
tt1291584,movie,Warrior,Warrior,0,2011,,140
tt1298649,movie,The Watch,The Watch,0,2012,,102
tt1298650,movie,Pirates of the Caribbean: On Stranger Tides,Pirates of the Caribbean: On Stranger Tides,0,2011,,137
tt1300854,movie,Iron Man 3,Iron Man Three,0,2013,,130
tt1302006,movie,The Irishman,The Irishman,0,2019,,209
tt1302011,movie,Kung Fu Panda 2,Kung Fu Panda 2,0,2011,,90
tt1305806,movie,The Secret in Their Eyes,El secreto de sus ojos,0,2009,,129
tt1306980,movie,50/50,50/50,0,2011,,100
tt1307068,movie,Seeking a Friend for the End of the World,Seeking a Friend for the End of the World,0,2012,,101
tt13143964,movie,Borat Subsequent Moviefilm,Borat Subsequent Moviefilm: Delivery of Prodigious Bribe to American Regime for Make Benefit Once Glorious Nation of Kazakhstan,0,2020,,95
tt1314655,movie,Devil,Devil,0,2010,,80
tt1315981,movie,A Single Man,A Single Man,0,2009,,99
tt1318514,movie,Rise of the Planet of the Apes,Rise of the Planet of the Apes,0,2011,,105
tt1320253,movie,The Expendables,The Expendables,0,2010,,103
tt1321870,movie,Gangster Squad,Gangster Squad,0,2013,,113
tt1323594,movie,Despicable Me,Despicable Me,0,2010,,95
tt1324999,movie,The Twilight Saga: Breaking Dawn - Part 1,The Twilight Saga: Breaking Dawn - Part 1,0,2011,,117
tt1325004,movie,The Twilight Saga: Eclipse,The Twilight Saga: Eclipse,0,2010,,124
tt1327194,movie,The Lucky One,The Lucky One,0,2012,,101
tt1327773,movie,Lee Daniels' The Butler,The Butler,0,2013,,132
tt1333125,movie,Movie 43,Movie 43,0,2013,,94
tt1334260,movie,Never Let Me Go,Never Let Me Go,0,2010,,103
tt1335975,movie,47 Ronin,47 Ronin,0,2013,,128
tt1340138,movie,Terminator Genisys,Terminator Genisys,0,2015,,126
tt1340800,movie,Tinker Tailor Soldier Spy,Tinker Tailor Soldier Spy,0,2011,,127
tt1343092,movie,The Great Gatsby,The Great Gatsby,0,2013,,143
tt1343727,movie,Dredd,Dredd,0,2012,,95
tt1345836,movie,The Dark Knight Rises,The Dark Knight Rises,0,2012,,164
tt1351685,movie,Jack the Giant Slayer,Jack the Giant Slayer,0,2013,,114
tt1355630,movie,If I Stay,If I Stay,0,2014,,107
tt1355644,movie,Passengers,Passengers,0,2016,,116
tt1355683,movie,Black Mass,Black Mass,0,2015,,123
tt1365519,movie,Tomb Raider,Tomb Raider,0,2018,,119
tt1371111,movie,Cloud Atlas,Cloud Atlas,0,2012,,172
tt1375666,movie,Inception,Inception,0,2010,,148
tt1375670,movie,Grown Ups,Grown Ups,0,2010,,102
tt1385826,movie,The Adjustment Bureau,The Adjustment Bureau,0,2011,,106
tt1386588,movie,The Other Guys,The Other Guys,0,2010,,107
tt1386697,movie,Suicide Squad,Suicide Squad,0,2016,,123
tt1386703,movie,Total Recall,Total Recall,0,2012,,118
tt1386932,movie,Ip Man 2,Yip Man 2,0,2010,,108
tt1389072,movie,Downsizing,Downsizing,0,2017,,135
tt1389137,movie,We Bought a Zoo,We Bought a Zoo,0,2011,,124
tt1390411,movie,In the Heart of the Sea,In the Heart of the Sea,0,2015,,122
tt1392170,movie,The Hunger Games,The Hunger Games,0,2012,,142
tt1392190,movie,Mad Max: Fury Road,Mad Max: Fury Road,0,2015,,120
tt1392214,movie,Prisoners,Prisoners,0,2013,,153
tt1396484,movie,It,It,0,2017,,135
tt1397280,movie,Taken 2,Taken 2,0,2012,,92
tt1397514,movie,Journey 2: The Mysterious Island,Journey 2: The Mysterious Island,0,2012,,94
tt1398426,movie,Straight Outta Compton,Straight Outta Compton,0,2015,,147
tt1399103,movie,Transformers: Dark of the Moon,Transformers: Dark of the Moon,0,2011,,154
tt1399683,movie,Winter's Bone,Winter's Bone,0,2010,,100
tt1401152,movie,Unknown,Unknown,0,2011,,113
tt1403865,movie,True Grit,True Grit,0,2010,,110
tt1403981,movie,Remember Me,Remember Me,0,2010,,113
tt1408101,movie,Star Trek Into Darkness,Star Trek Into Darkness,0,2013,,132
tt1408253,movie,Ride Along,Ride Along,0,2014,,99
tt1409024,movie,Men in Black 3,Men in Black 3,0,2012,,106
tt1411238,movie,No Strings Attached,No Strings Attached,0,2011,,108
tt1411250,movie,Riddick,Riddick,0,2013,,119
tt1411697,movie,The Hangover Part II,The Hangover Part II,0,2011,,102
tt1424381,movie,Predators,Predators,0,2010,,107
tt1428538,movie,Hansel & Gretel: Witch Hunters,Hansel & Gretel: Witch Hunters,0,2013,,88
tt1430132,movie,The Wolverine,The Wolverine,0,2013,,126
tt1431045,movie,Deadpool,Deadpool,0,2016,,108
tt1433108,movie,Faster,Faster,0,2010,,98
tt1436562,movie,Rio,Rio,0,2011,,96
tt1438176,movie,Fright Night,Fright Night,0,2011,,106
tt1440129,movie,Battleship,Battleship,0,2012,,131
tt1441395,movie,Under the Skin,Under the Skin,0,2013,,108
tt1446192,movie,Rise of the Guardians,Rise of the Guardians,0,2012,,97
tt1446714,movie,Prometheus,Prometheus,0,2012,,124
tt1448755,movie,Killer Elite,Killer Elite,0,2011,,116
tt1450321,movie,Filth,Filth,0,2013,,97
tt1453405,movie,Monsters University,Monsters University,0,2013,,104
tt1454029,movie,The Help,The Help,0,2011,,146
tt1454468,movie,Gravity,Gravity,0,2013,,91
tt1457767,movie,The Conjuring,The Conjuring,0,2013,,112
tt1458175,movie,The Next Three Days,The Next Three Days,0,2010,,133
tt1462758,movie,Buried,Buried,0,2010,,95
tt1464540,movie,I Am Number Four,I Am Number Four,0,2011,,111
tt1465522,movie,Tucker and Dale vs Evil,Tucker and Dale vs Evil,0,2010,,89
tt1469304,movie,Baywatch,Baywatch,0,2017,,116
tt1477834,movie,Aquaman,Aquaman,0,2018,,143
tt1478338,movie,Bridesmaids,Bridesmaids,0,2011,,125
tt1478964,movie,Attack the Block,Attack the Block,0,2011,,88
tt1482459,movie,The Lorax,The Lorax,0,2012,,86
tt1483013,movie,Oblivion,Oblivion,0,2013,,124
tt1485796,movie,The Greatest Showman,The Greatest Showman,0,2017,,105
tt1486185,movie,Red Riding Hood,Red Riding Hood,0,2011,,100
tt1488555,movie,The Change-Up,The Change-Up,0,2011,,112
tt1488606,movie,Triple Frontier,Triple Frontier,0,2019,,125
tt1489887,movie,Booksmart,Booksmart,0,2019,,102
tt1489889,movie,Central Intelligence,Central Intelligence,0,2016,,107
tt1490017,movie,The Lego Movie,The Lego Movie,0,2014,,100
tt1496025,movie,Underworld: Awakening,Underworld: Awakening,0,2012,,88
tt1499658,movie,Horrible Bosses,Horrible Bosses,0,2011,,98
tt1502397,movie,Bad Boys for Life,Bad Boys for Life,0,2020,,124
tt1502407,movie,Halloween,Halloween,0,2018,,106
tt1502712,movie,Fantastic Four,Fantastic Four,0,2015,,100
tt1504320,movie,The King's Speech,The King's Speech,0,2010,,118
tt15097216,movie,Jai Bhim,Jai Bhim,0,2021,,164
tt1509767,movie,The Three Musketeers,The Three Musketeers,0,2011,,110
tt1515091,movie,Sherlock Holmes: A Game of Shadows,Sherlock Holmes: A Game of Shadows,0,2011,,129
tt1517260,movie,The Host,The Host,0,2013,,125
tt1517451,movie,A Star Is Born,A Star Is Born,0,2018,,136
tt1524137,movie,Contraband,Contraband,0,2012,,109
tt1524930,movie,Vacation,Vacation,0,2015,,99
tt1527186,movie,Melancholia,Melancholia,0,2011,,135
tt1528100,movie,Exodus: Gods and Kings,Exodus: Gods and Kings,0,2014,,150
tt1528854,movie,Daddy's Home,Daddy's Home,0,2015,,96
tt1535108,movie,Elysium,Elysium,0,2013,,109
tt1535109,movie,Captain Phillips,Captain Phillips,0,2013,,134
tt1536044,movie,Paranormal Activity 2,Paranormal Activity 2,0,2010,,91
tt1536537,movie,What Happened to Monday,What Happened to Monday,0,2017,,123
tt1538403,movie,The Mortal Instruments: City of Bones,The Mortal Instruments: City of Bones,0,2013,,130
tt1542344,movie,127 Hours,127 Hours,0,2010,,94
tt1547234,movie,Premium Rush,Premium Rush,0,2012,,91
tt1549920,movie,The Last Stand,The Last Stand,0,2013,,107
tt1560220,movie,Zombieland: Double Tap,Zombieland: Double Tap,0,2019,,99
tt1560747,movie,The Master,The Master,0,2012,,138
tt1563738,movie,One Day,One Day,0,2011,,107
tt1564367,movie,Just Go with It,Just Go with It,0,2011,,117
tt1567609,movie,Get the Gringo,Get the Gringo,0,2012,,96
tt1568338,movie,Man on a Ledge,Man on a Ledge,0,2012,,102
tt1568346,movie,The Girl with the Dragon Tattoo,The Girl with the Dragon Tattoo,0,2011,,158
tt1568911,movie,War Horse,War Horse,0,2011,,146
tt1570728,movie,"Crazy, Stupid, Love.","Crazy, Stupid, Love.",0,2011,,118
tt1571222,movie,A Dangerous Method,A Dangerous Method,0,2011,,99
tt1571234,movie,Mortal Engines,Mortal Engines,0,2018,,128
tt1583421,movie,G.I. Joe: Retaliation,G.I. Joe: Retaliation,0,2013,,110
tt1587310,movie,Maleficent,Maleficent,0,2014,,97
tt1588170,movie,I Saw the Devil,Ang-ma-reul bo-at-da,0,2010,,144
tt1588173,movie,Warm Bodies,Warm Bodies,0,2013,,98
tt1590193,movie,The Commuter,The Commuter,0,2018,,104
tt1591095,movie,Insidious,Insidious,0,2010,,103
tt1596343,movie,Fast Five,Fast Five,0,2011,,130
tt1596350,movie,This Means War,This Means War,0,2012,,103
tt1596363,movie,The Big Short,The Big Short,0,2015,,130
tt1596365,movie,The Woman in Black,The Woman in Black,0,2012,,95
tt1598778,movie,Contagion,Contagion,0,2011,,106
tt1599348,movie,Safe House,Safe House,0,2012,,115
tt1600196,movie,The Drop,The Drop,0,2014,,106
tt1601913,movie,The Grey,The Grey,0,2011,,117
tt1602613,movie,Only God Forgives,Only God Forgives,0,2013,,90
tt1605630,movie,American Reunion,American Reunion,0,2012,,113
tt1605783,movie,Midnight in Paris,Midnight in Paris,0,2011,,94
tt1606378,movie,A Good Day to Die Hard,A Good Day to Die Hard,0,2013,,98
tt1606389,movie,The Vow,The Vow,0,2012,,104
tt1611224,movie,Abraham Lincoln: Vampire Hunter,Abraham Lincoln: Vampire Hunter,0,2012,,105
tt1614989,movie,Headhunters,Hodejegerne,0,2011,,100
tt1615065,movie,Savages,Savages,0,2012,,131
tt1615147,movie,Margin Call,Margin Call,0,2011,,107
tt1615160,movie,The Foreigner,The Foreigner,0,2017,,113
tt1616195,movie,J. Edgar,J. Edgar,0,2011,,137
tt1617661,movie,Jupiter Ascending,Jupiter Ascending,0,2015,,127
tt1618434,movie,Murder Mystery,Murder Mystery,0,2019,,97
tt1618442,movie,The Last Witch Hunter,The Last Witch Hunter,0,2015,,106
tt1622979,movie,Final Destination 5,Final Destination 5,0,2011,,92
tt1623205,movie,Oz the Great and Powerful,Oz the Great and Powerful,0,2013,,130
tt1623288,movie,ParaNorman,ParaNorman,0,2012,,92
tt1628841,movie,Independence Day: Resurgence,Independence Day: Resurgence,0,2016,,120
tt1631867,movie,Edge of Tomorrow,Edge of Tomorrow,0,2014,,113
tt1632708,movie,Friends with Benefits,Friends with Benefits,0,2011,,109
tt1634122,movie,Johnny English Reborn,Johnny English Reborn,0,2011,,101
tt1636826,movie,Project X,Project X,0,2012,,88
tt1637688,movie,In Time,In Time,0,2011,,109
tt1637725,movie,Ted,Ted,0,2012,,106
tt1638002,movie,"Love, Rosie","Love, Rosie",0,2014,,102
tt1638355,movie,The Man from U.N.C.L.E.,The Man from U.N.C.L.E.,0,2015,,116
tt1645170,movie,The Dictator,The Dictator,0,2012,,83
tt1646971,movie,How to Train Your Dragon 2,How to Train Your Dragon 2,0,2014,,102
tt1646987,movie,Wrath of the Titans,Wrath of the Titans,0,2012,,99
tt1648190,movie,The Dark Tower,The Dark Tower,0,2017,,95
tt1649419,movie,The Impossible,Lo imposible,0,2012,,114
tt1650062,movie,Super 8,Super 8,0,2011,,112
